"vessel_names";"volume";"product";"group";"family";"start_date";"end_date";"origin";"destination"
"Akatsuki Maru";146514;"Jet";"Kero/Jet";"Middle Distillates";"2016-01-27";"2016-01-31";"Indonesia";"Australia"
"Aleksey Kosygin";188845;"crude";"crude/co";"Dirty";"2019-12-04";"2019-12-06";"Saudi Arabia";"China"
"Manifa";130890;"crude";"crude/co";"Dirty";"2018-05-29";"2018-06-06";"Russian Federation";"Italy"
"New England";330718;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2014-04-12";"2014-04-15";"United States";"Canada"
"Alpine Melina";708842;"crude";"crude/co";"Dirty";"2019-06-22";"2019-07-17";"United States";"United States"
"Aquila";61885;"crude";"crude/co";"Dirty";"2018-01-04";"2018-03-02";"Bahrain";"Netherlands"
"Challenge Passage";666694;"condensate";"crude/co";"Dirty";"2020-01-01";"2020-01-03";"South Korea";"Philippines"
"Bw Tiger";110694;"crude";"crude/co";"Dirty";"2020-08-13";"2020-08-19";"Saudi Arabia";"South Korea"
"Antikeros";172711;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-05-30";"2019-06-11";"Malaysia";"Singapore Republic"
"Grace Poseidon";27788;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-10-25";"2018-10-28";"Netherlands";"Malaysia"
"Pine Olia";849998;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-09-15";"2018-09-29";"United States";"Mexico"
"Silver Linda";24788;"Jet";"Kero/Jet";"Middle Distillates";"2017-08-23";"2017-09-18";"Colombia";"Panama"
"Ice Hawk";2139114;"crude";"crude/co";"Dirty";"2016-09-10";"2016-09-12";"Saudi Arabia";"India"
"S Scarlet";100146;"crude";"crude/co";"Dirty";"2019-10-18";"2019-11-06";"United States";"United States"
"Seapride";900015;NA;"crude/co";"Dirty";"2013-04-13";"2013-04-25";"United Kingdom";"Norway"
"Sti Excelsior";169397;"crude";"crude/co";"Dirty";"2019-12-31";"2020-02-11";"Saudi Arabia";"China"
"Pacific Sky";353518;"FO";"Fuel Oils";"DPP";"2016-07-30";"2016-07-31";"Nigeria";"France"
"White Moon";72930;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2014-03-12";"2014-05-03";"Iran";"South Korea"
"Swift Omaha";416699;"RFO";"Fuel Oils";"DPP";"2014-06-04";"2014-06-15";"Malaysia";"Malaysia"
"Ridgebury Astari";71666;"crude";"crude/co";"Dirty";"2015-12-20";"2015-12-21";"Romania";"Egypt"
"Sophie Schulte";305338;"crude";"crude/co";"Dirty";"2016-06-13";"2016-08-11";"United States";"Taiwan"
"Fraternity";330718;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-02-27";"2017-02-28";"United States";"Mexico"
"Ruby Iv";48167;"crude";"crude/co";"Dirty";"2019-04-14";"2019-06-07";"Colombia";"United States"
"Grazia";56690;"crude";"crude/co";"Dirty";"2020-01-22";NA;"Canada";NA
"Sti Supreme";14208;"crude";"crude/co";"Dirty";"2014-02-21";NA;"India";NA
"Houston Star";75333;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-07-19";"2019-08-18";"Brunei";"Australia"
"Kyo-Ei";252611;"FO";"Fuel Oils";"DPP";"2016-09-18";"2016-11-04";"Netherlands";"Spain"
"High Prosperity";709742;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2017-11-05";"2017-11-28";"Bahamas";"United States"
"Nordic Vega";345417;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2013-05-11";"2013-05-18";"Russian Federation";"Turkey"
"Alpine Legend";405390;"Blending Comps";"Blendings";"Light Ends";"2018-11-13";"2018-11-23";"Brazil";"Brazil"
"British Cadet";277298;"crude";"crude/co";"Dirty";"2019-11-26";"2020-01-23";"Iran";"China"
"Taurus Sun";500002;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2013-07-23";NA;"Iraq";NA
"Star Swift";57407;"crude";"crude/co";"Dirty";"2018-12-24";"2019-01-13";"Greece";"Venezuela"
"Valle Bianca";30279;"crude";"crude/co";"Dirty";"2017-02-05";NA;"United Kingdom";NA
"Ace";228483;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2019-07-27";"2019-08-10";"Italy";"Malta"
"Sti Winnie";734888;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-02-17";"2019-02-19";"Saudi Arabia";"United Arab Emirates"
"Kelly";563472;"crude";"crude/co";"Dirty";"2017-12-05";"2017-12-08";"Venezuela";"Venezuela"
"Olympic Liberty";388836;"crude";"crude/co";"Dirty";"2016-04-02";"2016-05-02";"China";"Australia"
"Belmar";716019;"crude";"crude/co";"Dirty";"2016-12-23";"2017-05-10";"United Arab Emirates";"United Arab Emirates"
"Aegean Myth";24605;"crude";"crude/co";"Dirty";"2018-12-17";NA;"Saudi Arabia";NA
"Pis Polaris";112405;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-10-07";"2018-10-08";"Taiwan";"Malaysia"
"Silver Ellie";51972;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2013-11-17";"2013-11-28";"Iraq";"Malaysia"
"Rong Chi";282940;"crude";"crude/co";"Dirty";"2018-03-06";"2018-03-13";"India";"United States"
"Gemini Sun";58470;"Clean Condensate";"Blendings";"Light Ends";"2019-09-22";"2019-10-03";"United States";"Mexico"
"Delta Hellas";767350;"condensate";"crude/co";"Dirty";"2018-01-14";"2018-03-22";"Nigeria";"India"
"New Friendship";1311941;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-04-08";"2019-04-21";"Canada";"Caribbean Netherlands"
"Sun Gaia";131457;"crude";"crude/co";"Dirty";"2019-12-11";"2019-12-15";"United States";"Brazil"
"Marianna V.V.";313383;"crude";"crude/co";"Dirty";"2017-04-02";"2017-04-18";"Venezuela";"United States"
"Advantage Point";685727;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2016-02-02";"2016-02-17";"United States";"United States"
"Sti Solidarity";41663;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2019-04-06";"2019-04-10";"United Arab Emirates";"United Arab Emirates"
"Shaden";9868;"FO";"Fuel Oils";"DPP";"2018-09-04";"2018-09-10";"Saudi Arabia";"Spain"
"Eurochampion 2004";532929;"crude";"crude/co";"Dirty";"2013-11-01";NA;"Georgia";NA
"Mount Olympus";611640;"crude";"crude/co";"Dirty";"2018-05-14";"2018-05-15";"Angola";"China"
"Kanpur";158949;"crude";"crude/co";"Dirty";"2015-12-08";"2015-12-19";"United States";"Brazil"
"Navion Britannia";261895;"crude";"crude/co";"Dirty";"2020-08-23";"2020-09-25";"Portugal";"Portugal"
"Great Eastern";240641;"crude";"crude/co";"Dirty";"2018-01-25";"2018-01-26";"United Arab Emirates";"Kuwait"
"Dynasty";160931;"crude";"crude/co";"Dirty";"2020-04-06";"2020-05-25";"Spain";"Italy"
"Ds Venture";17378;"crude";"crude/co";"Dirty";"2020-07-27";"2020-08-01";"Kuwait";"Singapore Republic"
"Doric Breeze";122028;"FO";"Fuel Oils";"DPP";"2014-02-25";"2014-02-28";"Singapore Republic";"Indonesia"
"Cabo Sounion";258611;"crude";"crude/co";"Dirty";"2019-04-27";"2019-05-02";"Russian Federation";"Bulgaria"
"Aldebaran";199997;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2018-04-06";"2018-05-03";"United Arab Emirates";"United Arab Emirates"
"Vento";40110;"crude";"crude/co";"Dirty";"2018-03-31";"2018-04-05";"India";"South Africa"
"Aquila L";465540;"crude";"crude/co";"Dirty";"2014-05-18";"2014-06-10";"United States";"Mexico"
"New Vanguard";326850;"crude";"crude/co";"Dirty";"2019-03-23";"2019-04-11";"South Korea";"South Korea"
"Chembulk Kobe";888001;"Jet";"Kero/Jet";"Middle Distillates";"2016-02-11";"2016-02-15";"Russian Federation";"Russian Federation"
"Aquila";94718;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2019-08-20";"2019-10-10";"India";"China"
"Catherine";381049;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2018-09-19";"2018-10-23";"Norway";"Nigeria"
"Leo River";483088;"crude";"crude/co";"Dirty";"2019-05-19";"2019-05-23";"Venezuela";"China"
"Taranaki Sun";95391;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-05-29";"2018-05-29";"Italy";"Italy"
"Ardmore Seavanguard";106524;"crude";"crude/co";"Dirty";"2019-04-21";"2019-06-10";"China";"Germany"
"Ads Stratus";81761;"crude";"crude/co";"Dirty";"2020-04-04";"2020-05-09";"United States";"Brazil"
"Minerva Oceania";1127278;"Clean Condensate";"Blendings";"Light Ends";"2018-02-20";"2018-02-23";"Iran";"China"
"Jag Leela";68735;"condensate";"crude/co";"Dirty";"2019-12-05";"2019-12-15";"Vietnam";"United States"
"Stolt Momiji";24542;"crude";"crude/co";"Dirty";"2013-03-30";"2013-04-03";"United States";"India"
"New Comfort";536841;"crude";"crude/co";"Dirty";"2018-03-05";"2018-03-06";"Egypt";"Italy"
"Bro Agnes";755286;"crude";"crude/co";"Dirty";"2019-10-26";"2019-11-07";"Turkey";"Spain"
"Crane Argo";350216;"crude";"crude/co";"Dirty";"2016-08-01";"2016-08-07";"United Kingdom";"United Kingdom"
"D&K I";75798;"crude";"crude/co";"Dirty";"2019-01-28";"2019-02-01";"Japan";"Australia"
"Iver Prosperity";549999;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-05-08";"2018-05-13";"United Kingdom";"United Kingdom"
"Maran Thaleia";328038;"crude";"crude/co";"Dirty";"2013-06-23";"2013-06-26";"United Arab Emirates";"Pakistan"
"Stena Arctica";172365;"crude";"crude/co";"Dirty";"2015-09-02";"2015-09-27";"United States";"Canada"
"Horizon Theoni";95881;"FO";"Fuel Oils";"DPP";"2019-07-16";NA;"Russian Federation";NA
"Statia";9264;"crude";"crude/co";"Dirty";"2020-02-12";"2020-02-18";"Libya";"Italy"
"Lady M";785238;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-03-10";"2017-03-29";"Belgium";"Nigeria"
"New Assurance";1971081;NA;"crude/co";"Dirty";"2018-01-12";"2018-01-14";"Saudi Arabia";"South Korea"
"Dan Sabia";115745;"FO";"Fuel Oils";"DPP";"2019-04-16";"2019-04-19";"Indonesia";"South Korea"
"Hafnia Ane";497542;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-10-02";NA;"United States";NA
"Karen Knutsen";260857;"FO";"Fuel Oils";"DPP";"2019-06-12";"2019-07-04";"Saudi Arabia";"Sudan"
"Sea Voyager";247460;"crude";"crude/co";"Dirty";"2017-10-01";"2017-10-05";"Argentina";"Argentina"
"Empire State";82037;"crude";"crude/co";"Dirty";"2016-12-10";"2017-01-10";"Ecuador";"Peru"
"Ocean Summer";492699;"crude";"crude/co";"Dirty";"2016-09-11";"2016-10-16";"Russian Federation";"Russian Federation"
"Matuku";533111;NA;"Gasoil/Diesel";"Middle Distillates";"2019-07-23";"2019-08-04";"Iraq";"China"
"Calajunco M";290463;"condensate";"crude/co";"Dirty";"2017-01-26";"2017-02-26";"Russian Federation";"Poland"
"Zhen Hua 35";1989781;"crude";"crude/co";"Dirty";"2018-04-09";"2018-04-29";"China";"Indonesia"
"Victorious";267096;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-03-07";"2018-03-10";"South Korea";"South Korea"
"Seamullet";257372;"crude";"crude/co";"Dirty";"2018-12-27";NA;"Nigeria";NA
"Elisabeth Knutsen";508952;"crude";"crude/co";"Dirty";"2018-11-11";"2018-11-18";"France";"Netherlands"
"Navion Anglia";248699;"crude";"crude/co";"Dirty";"2014-01-27";"2014-02-21";"Saudi Arabia";"India"
"Polar Adventure";115921;"FO";"Fuel Oils";"DPP";"2018-10-07";NA;"Canada";NA
"Ncc Tihama";99127;"crude";"crude/co";"Dirty";"2018-08-22";"2018-09-12";"Brazil";"Brazil"
"Lisca Nera M";975002;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2015-01-28";"2015-03-08";"Greece";"Venezuela"
"Uacc Falcon";137331;"Jet";"Kero/Jet";"Middle Distillates";"2017-01-04";NA;"Sweden";NA
"Sten Moster";80792;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2017-09-28";"2017-10-06";"United Arab Emirates";"Thailand"
"Aegea";147395;"crude";"crude/co";"Dirty";"2019-05-09";"2019-05-14";"China";"Singapore Republic"
"Florida";1068034;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2018-02-08";"2018-02-25";"Saudi Arabia";"United Arab Emirates"
"Picton";31807;"crude";"crude/co";"Dirty";"2017-09-11";NA;"Brazil";NA
"Valle Di Andalusia";88667;"VGO";"Fuel Oils";"DPP";"2018-07-18";NA;"Russian Federation";NA
"New Creation";411491;"crude";"crude/co";"Dirty";"2015-06-26";"2015-07-17";"Latvia";"Nigeria"
"Hellas Enterprise";295998;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-09-16";"2019-09-27";"Indonesia";"Indonesia"
"Amundsen Spirit";37669;"crude";"crude/co";"Dirty";"2019-01-04";"2019-01-08";"Venezuela";"Venezuela"
"Aquapuelche";127186;"crude";"crude/co";"Dirty";"2019-07-30";"2019-08-05";"Singapore Republic";"Indonesia"
"Flagship Violet";57356;"crude";"crude/co";"Dirty";"2018-11-21";"2018-11-28";"Venezuela";"United States"
"Rhone";20605;"VGO";"Fuel Oils";"DPP";"2016-07-21";NA;"South Korea";NA
"Dht Jaguar";70320;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2018-05-20";"2018-05-31";"Angola";"China"
"Cielo Di Ulsan";345404;"crude";"crude/co";"Dirty";"2017-09-10";NA;"South Korea";NA
"Atlantic Wind";510003;"crude";"crude/co";"Dirty";"2018-01-01";"2018-01-05";"Nigeria";"Indonesia"
"Bw Clyde";446607;"Jet";"Kero/Jet";"Middle Distillates";"2016-05-19";"2016-06-14";"Brazil";"Brazil"
"Dewey";86541;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-12-01";"2019-12-10";"Brazil";"Chile"
"Matterhorn Spirit";285557;"crude";"crude/co";"Dirty";"2018-12-02";NA;"Egypt";NA
"Minerva Maya";757437;"crude";"crude/co";"Dirty";"2016-04-09";"2016-04-17";"Singapore Republic";"Hong Kong"
"Commander";280437;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-03-29";"2018-04-17";"Mexico";"South Korea"
"Dune";89673;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-03-21";"2018-04-07";"Russian Federation";"Netherlands"
"Sea Glamour";391113;"RFO";"Fuel Oils";"DPP";"2017-05-02";"2017-05-04";"United Kingdom";"Spain"
"Kriti Jade";754978;"crude";"crude/co";"Dirty";"2017-06-16";"2017-06-24";"United Arab Emirates";"India"
"Divina";546760;"crude";"crude/co";"Dirty";"2013-12-06";"2013-12-18";"Trinidad and Tobago";"Netherlands"
"Tenki";255529;"Blending Comps";"Blendings";"Light Ends";"2015-01-07";NA;"Canada";NA
"Maza";1331011;"crude";"crude/co";"Dirty";"2018-11-12";"2018-12-05";"Trinidad and Tobago";"Peru"
"Gf Cygnus";391509;"FO";"Fuel Oils";"DPP";"2016-11-16";"2016-11-19";"Venezuela";"Sweden"
"Minerva Kythnos";1161941;NA;"crude/co";"Dirty";"2018-07-20";"2018-07-21";"Lithuania";"Singapore Republic"
"Sea Leopard";53494;"crude";"crude/co";"Dirty";"2017-06-26";"2017-07-28";"Venezuela";"United States"
"Carmen Knutsen";69143;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-07-10";"2017-08-06";"Italy";"Ukraine"
"Al Kout";36122;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-07-14";"2019-07-17";"Malaysia";"Indonesia"
"Jag Laxmi";1069714;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2016-06-18";"2016-07-05";"Saudi Arabia";"Egypt"
"Bahri Rose";134073;"FO";"Fuel Oils";"DPP";"2018-09-25";"2018-09-28";"Italy";"Malta"
"Tordis Knutsen";80276;"crude";"crude/co";"Dirty";"2020-02-21";"2020-03-02";"Turkey";"China"
"Sea Horizon";499203;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2019-05-28";"2019-07-05";"Taiwan";"Singapore Republic"
"Aspen Spirit";772954;"FO";"Fuel Oils";"DPP";"2014-12-30";"2015-01-19";"Russian Federation";"United States"
"Cape Tempest";347581;"FO";"Fuel Oils";"DPP";"2019-01-12";"2019-01-14";"Iraq";"China"
"Tsushima";40072;"crude";"crude/co";"Dirty";"2017-04-02";"2017-04-23";"Thailand";"Taiwan"
"Chemtrans Polaris";229999;"crude";"crude/co";"Dirty";"2019-05-19";"2019-05-27";"Saudi Arabia";"Saudi Arabia"
"Largo Sea";109832;NA;"Fuel Oils";"DPP";"2013-06-20";NA;"United States";NA
"Captain A. Stellatos";500002;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2019-11-14";"2019-11-17";"Saudi Arabia";"China"
"Sakuragawa";256605;NA;"Gasoline/Naphtha";"Light Ends";"2018-03-06";"2018-03-23";"United States";"Belgium"
"Ardmore Enterprise";794031;NA;"crude/co";"Dirty";"2016-12-27";"2017-01-04";"Angola";"China"
"Fury";21737;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2016-07-06";"2016-07-08";"Venezuela";"United States"
"Maran Apollo";202286;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2018-11-14";"2019-01-06";"Indonesia";"Indonesia"
"Amadeus";2092550;"crude";"crude/co";"Dirty";"2017-04-22";"2017-05-08";"Kuwait";"Japan"
"Emerald Express";96737;"crude";"crude/co";"Dirty";"2020-01-01";"2020-01-09";"Algeria";"Italy"
"Kyo-Ei";144602;"Jet";"Kero/Jet";"Middle Distillates";"2017-01-27";"2017-02-17";"Russian Federation";"Lithuania"
"Ghibli";503191;NA;"crude/co";"Dirty";"2020-02-19";"2020-02-22";"Russian Federation";"China"
"Teseo";150879;"crude";"crude/co";"Dirty";"2020-01-10";"2020-01-11";"Russian Federation";"Netherlands"
"Halti";24134;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-09-23";"2018-10-04";"Panama";"United States"
"Artavil";197795;"Clean Condensate";"Blendings";"Light Ends";"2016-11-06";"2016-11-19";"Ecuador";"United States"
"Patrona I";19655;"crude";"crude/co";"Dirty";"2013-04-13";"2013-05-21";"Algeria";"Singapore Republic"
"Gagarin Prospect";116028;"crude";"crude/co";"Dirty";"2019-11-21";"2019-11-27";"Saint Lucia";"Barbados"
"Polar Enterprise";65577;"crude";"crude/co";"Dirty";"2016-04-15";"2016-04-17";"Mexico";"United States"
"Pro Emerald";78981;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2020-05-05";"2020-06-08";"Brazil";"Brazil"
"Pecos";178718;"FO";"Fuel Oils";"DPP";"2016-12-13";"2017-01-04";"Ukraine";"Saudi Arabia"
"Eagle San Antonio";50041;"crude";"crude/co";"Dirty";"2018-10-03";"2018-10-13";"South Korea";"New Zealand"
"Swarna Kalash";259561;"crude";"crude/co";"Dirty";"2018-10-06";"2018-11-02";"Russian Federation";"Italy"
"Pegasus";442098;"Jet";"Kero/Jet";"Middle Distillates";"2016-06-22";"2016-08-10";"United Arab Emirates";"India"
"Bowfin";514103;"crude";"crude/co";"Dirty";"2018-07-12";"2018-07-17";"United Kingdom";"Germany"
"Cap Felix";19548;"crude";"crude/co";"Dirty";"2017-01-02";"2017-01-11";"Malaysia";"Thailand"
"Yasa Golden Bosphorus";53658;"crude";"crude/co";"Dirty";"2020-01-05";NA;"Germany";NA
"Nordic Apollo";91133;"crude";"crude/co";"Dirty";"2019-10-15";"2019-10-20";"Indonesia";"Indonesia"
"S Atlanta";60608;"crude";"crude/co";"Dirty";"2019-01-04";"2019-01-09";"Russian Federation";"Denmark"
"Recife Knutsen";17863;"crude";"crude/co";"Dirty";"2018-10-05";"2018-10-09";"Nigeria";"Thailand"
"Uzava";156559;"crude";"crude/co";"Dirty";"2018-08-01";NA;"United States";NA
"Odessa";734398;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2016-11-17";"2016-12-04";"United Arab Emirates";"United Arab Emirates"
"Sea Hazel";72729;"crude";"crude/co";"Dirty";"2018-06-01";"2018-06-07";"United Arab Emirates";"Pakistan"
"Fpmc C Jade";38984;"FO";"Fuel Oils";"DPP";"2018-03-22";NA;"Saudi Arabia";NA
"Ns Captain";415699;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2015-10-20";"2015-11-10";"Norway";"Netherlands"
"Largo Mariner";32411;"crude";"crude/co";"Dirty";"2020-01-04";NA;"Brazil";NA
"Badr";100379;"crude";"crude/co";"Dirty";"2019-01-10";"2019-01-10";"Qatar";"Japan"
"Almi Explorer";709691;NA;"Gasoline/Naphtha";"Light Ends";"2019-08-12";NA;"South Korea";NA
"Fpmc C Intelligence";566347;"crude";"crude/co";"Dirty";"2017-11-23";"2017-11-30";"Saudi Arabia";"India"
"New England";220181;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2019-05-28";"2019-06-02";"United States";"Colombia"
"Stamos";715314;"FO";"Fuel Oils";"DPP";"2014-04-01";"2014-04-29";"Saudi Arabia";"Thailand"
"Blue Pride";502612;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2016-11-21";"2016-11-26";"Turkey";"Italy"
"Ghazal";77113;NA;"crude/co";"Dirty";"2016-06-23";"2016-07-05";"Croatia";"Cyprus"
"Scf Baltica";348732;NA;"Blendings";"Light Ends";"2017-10-17";"2017-10-18";"United Arab Emirates";"Madagascar"
"Conti Greenland";20001;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2017-01-03";"2017-02-17";"Canada";"Italy"
"Hercules Voyager";458936;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2015-04-16";"2015-04-24";"Libya";"Sweden"
"Mastera";547980;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2015-12-02";"2015-12-16";"Panama";"United States"
"Marlin Sardinia";517229;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2015-07-25";"2015-09-06";"Malaysia";"China"
"Chimborazo";11472;"FO";"Fuel Oils";"DPP";"2013-05-19";"2013-05-24";"Iraq";"India"
"Sti Bosphorus";110845;"crude";"crude/co";"Dirty";"2019-01-30";"2019-02-20";"Netherlands";"France"
"Bw Seine";494253;NA;"crude/co";"Dirty";"2014-03-15";NA;"Malaysia";NA
"Scf Provider";565013;"crude";"crude/co";"Dirty";"2013-04-13";"2013-04-18";"Russian Federation";"Italy"
"Panagia Armata";130104;"crude";"crude/co";"Dirty";"2013-06-26";"2013-07-11";"Singapore Republic";"Indonesia"
"Syfnos";852206;NA;"Gasoil/Diesel";"Middle Distillates";"2017-11-02";"2017-11-04";"South Korea";"Australia"
"Euroleader";224445;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2016-09-20";"2016-10-01";"Greece";"Lebanon"
"Bergen Ts";157981;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2020-04-20";"2020-05-09";"South Korea";"Philippines"
"Amazon";514431;"Blending Comps";"Blendings";"Light Ends";"2019-10-23";"2019-10-29";"Norway";"Netherlands"
"Tohshi";701508;NA;"Gasoline/Naphtha";"Light Ends";"2019-10-01";"2019-10-06";"Ghana";"China"
"Viktor Bakaev";323849;NA;"crude/co";"Dirty";"2014-08-24";"2014-10-30";"United States";"Mexico"
"Shturman Skuratov";999998;"crude";"crude/co";"Dirty";"2018-09-07";"2018-09-18";"Russian Federation";"United Kingdom"
"Iblea";147062;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-02-25";"2020-03-21";"Indonesia";"Thailand"
"Masalli";267694;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2020-04-02";"2020-04-18";"Russian Federation";"France"
"Lone Star State";124670;NA;"crude/co";"Dirty";"2019-05-20";"2019-07-06";"China";"Australia"
"Safwa";245849;"crude";"crude/co";"Dirty";"2020-07-24";"2020-08-12";"Iraq";"India"
"Luzon Spirit";323925;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-02-09";"2018-02-10";"Mexico";"United States"
"Nave Alderamin";566284;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2014-10-26";"2014-11-15";"Canada";"United States"
"Derya";161660;"FO";"Fuel Oils";"DPP";"2017-08-07";"2017-08-14";"India";"India"
"Nord Skate";320069;"crude";"crude/co";"Dirty";"2020-04-10";"2020-04-27";"Venezuela";"United States"
"Seaways Tanabe";152024;"crude";"crude/co";"Dirty";"2018-03-30";"2018-04-16";"Ecuador";"Peru"
"Eagle Bay";52381;"crude";"crude/co";"Dirty";"2019-05-07";"2019-05-10";"Colombia";"United States"
"Velebit";51903;"crude";"crude/co";"Dirty";"2017-05-16";"2017-05-28";"Mexico";"United States"
"Seabulk Arctic";110694;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2017-10-04";"2017-10-21";"South Korea";"Solomon Islands"
"Arnica";161497;"crude";"crude/co";"Dirty";"2016-12-21";"2017-02-19";"Taiwan";"Malaysia"
"Seaways Silvermar";225640;"crude";"crude/co";"Dirty";"2017-11-12";"2017-12-03";"United Arab Emirates";"Thailand"
